koi_period,koi_duration,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,label
1.51945773,2.983,0.41,1793,6284,4.375,1.096,1
0.759752794,2.572,0.88,2116,6077,4.444,1.072,1
1.025478412,1.743,0.96,2768,7209,4.137,1.727,1
1.025465916,3.7077,82.36,2539,7143,4.266,1.448,1
0.648775787,4.3461,41.43,1714,5143,4.559,0.776,1
4.132522721,12.499,93.51,1628,6567,4.045,1.636,1
0.938904984,5.01033,207,4278,8615,3.784,3.003,1
0.93892046,2.505,0.86,2474,6826,4.273,1.391,1
1.216176563,5.6963,4.06,2801,6234,3.741,2.5,1
0.643002809,1.0188,39.93,2187,5681,4.315,1.036,1
1.330347247,4.8178,23.86,1635,5984,4.521,0.906,1
1.140132662,7.33,27.23,2610,6725,4.035,1.781,1
2.56272536,2.017,0.83,1502,5475,4.118,1.374,1
1.3629585,10.98,8.25,2632,6831,3.971,2.106,1
3.34362248,27.1,15.93,1734,6541,4.069,1.687,1
0.905685261,1.395,0.76,1899,6075,4.501,0.909,1
0.790046077,4.9367,238.36,2557,6767,4.304,1.365,1
1.804591783,3.83117,57.01,1726,6282,4.332,1.118,1
1.400904463,0.921,1.18,1764,6366,4.472,0.979,1
1.14075091,2.962,0.67,3191,8847,4.2,1.685,1
1.044408447,3.633,1.17,2745,7274,4.161,1.698,1
0.977045,10.14,3.07,2870,7333,4.138,1.763,1
0.957476655,0.6337,2.52,2140,6312,4.338,1.122,1
1.559359853,5.4449,99.96,2291,7017,4.156,1.573,1
0.576272479,4.51,1.73,3398,7289,4.13,1.709,1
1.60369757,7.594,0.86,2088,6919,4.29,1.413,1
0.573036404,1.3176,9.97,2376,5745,4.29,1.196,1
0.643171413,2.33199,47.59,2195,5899,4.387,0.989,1
1.872620779,1.7607,11.97,1549,6031,4.427,1.004,1
1.118507672,1.199,0.76,1681,5918,4.546,0.863,1
0.94897209,3.372,1.2,2499,6680,4.203,1.474,1
3.722805085,14.503,91.75,1732,5425,3.678,2.592,1
1.245342201,4.434,259.92,3884,7204,3.478,4.273,1
0.604755707,1.3855,1.25,1621,4841,4.593,0.743,1
4.200205777,5.4877,47.31,1737,6873,4.051,1.923,1
0.766473386,2.4634,42.32,1626,5297,4.594,0.722,1
1.25334355,4.862,0.69,1890,5861,4.246,1.16,1
1.620813157,5.7032,42.93,1732,5757,4.209,1.177,1
1.9956507,3.629,1.13,2579,6763,3.756,2.6,1
0.898799064,1.984,0.73,2278,6225,4.25,1.273,1
2.15838799,6.675,99.89,1830,5210,3.778,1.946,1
2.2127359,3.457,0.49,1528,6191,4.387,1.005,1
0.776976077,1.94865,47.52,2084,5999,4.423,1.042,1
0.687772085,2.55338,46.51,2097,5885,4.413,0.933,1
0.843651293,2.80488,40.19,1552,5220,4.578,0.695,1
1.75242244,13.7,2.34,1552,5779,4.364,0.99,1
2.212877175,4.71059,68.1,1508,6153,4.405,1,1
0.845102191,1.858,0.7,1601,5261,4.58,0.804,1
0.676990205,1.68817,38.5,1918,5810,4.569,0.812,1
0.515875396,1.21,7.22,3189,7229,4.278,1.38,1
1.195516531,6.23235,76.55,1715,5780,4.438,1,1
0.733726411,2.205,0.95,2602,6175,4.099,1.405,1
1.28942156,3.7,0.68,1984,6450,4.337,1.143,1
1.053572836,1.70636,35.21,1769,5835,4.453,0.907,1
0.970085594,1.1168,18.93,4494,4800,2.681,11.308,1
0.920987473,6.71,4.05,3296,7687,4.042,2.154,1
0.715381717,0.189,8.01,2364,6418,4.395,1.171,1
2.264471433,7.1742,102.06,2105,6782,4.014,1.752,1
0.698365395,1.0916,5.51,2331,6116,4.318,1.15,1
1.42877514,5.462,0.96,1738,6197,4.449,1.035,1
1.106560741,2.64533,55.95,1782,6205,4.534,0.873,1
0.72162443,2.47266,41.28,1603,5067,4.565,0.715,1
1.267693901,3.5704,64.79,1606,5446,4.388,0.961,1
0.85450941,3.723,0.35,1928,5922,4.454,0.921,1
0.528808245,2.391,1.19,2906,6218,4.135,1.493,1
0.700605295,0.074,2.87,2528,6273,4.23,1.327,1
2.172044393,8.0998,139.1,2622,7485,3.875,2.441,1
0.536869783,4.164,1.81,2645,6495,4.379,1.168,1
1.574061594,5.5672,4.94,1619,5951,4.411,0.962,1
0.733725042,3.291,1.07,1870,5851,4.572,0.798,1
1.17033848,11.56,0.98,3272,8027,3.997,2.314,1
0.566802325,1.842,1.4,1889,5233,4.489,0.824,1
2.64182865,2.662,3.36,2104,5195,3.409,2.935,1
2.00384998,3.489,0.78,1518,6045,4.439,1.028,1
2.340536069,4.41859,69.59,1581,6300,4.349,1.136,1
0.566793812,4.82,0.36,2205,5758,4.402,0.942,1
0.56676353,3.834,0.56,2048,5548,4.473,0.889,1
0.56678261,3.294,0.54,2071,5674,4.506,0.911,1
0.566794877,4.465,1.13,2062,5804,4.553,0.85,1
0.566813967,4.377,0.8,1659,4987,4.611,0.654,1
0.566799218,4.227,0.79,3153,6108,3.893,1.753,1
0.566799154,4.243,0.7,1886,5313,4.51,0.784,1
0.56678702,3.074,0.27,2356,6045,4.375,0.999,1
2.196355184,9.6875,83.97,1794,6438,4.182,1.273,1
0.615787196,3.067,3.5,3886,6315,3.603,3.075,1
2.213963151,6.779,57.1,1892,6256,4.037,1.514,1
3.226232203,0.4022,1.01,1620,6534,4.203,1.437,1
0.566800413,2.366,0.41,2446,6170,4.356,1.058,1
0.566765182,5.323,0.85,2443,6388,4.442,1.037,1
0.566800232,5.732,0.96,2262,6075,4.486,0.969,1
0.566796339,5.058,1.98,2149,5825,4.504,0.965,1
0.56678953,4.53,1.26,2430,6100,4.358,1.093,1
0.566805058,4.208,0.94,2383,6277,4.457,1.015,1
0.566810955,4.089,0.8,2024,5706,4.538,0.828,1
0.566797861,2.699,1.06,2270,6046,4.478,1.007,1
1.585673667,3.2157,26.19,1647,6117,4.457,1.025,1
2.25353705,5.1297,184.77,2055,6951,4.119,1.662,1
1.386249242,3.0639,78.94,2147,6218,4.124,1.618,1
0.566806226,4.88,1.98,1909,5494,4.577,0.794,1
0.56679416,4.704,0.44,2258,6119,4.497,0.938,1
0.566790895,4.904,0.87,2207,5949,4.493,0.962,1
0.566778011,2.746,0.61,2042,5691,4.544,0.887,1
2.245739007,8.7035,99.69,1718,6474,4.293,1.289,1
0.566801993,5.939,1.61,1913,5585,4.588,0.748,1
0.566816592,5.206,11.43,2311,6108,4.466,1.03,1
0.566772175,5.251,0.92,1645,5087,4.671,0.645,1
0.566787215,6.174,1.25,1993,5615,4.552,0.848,1
0.56679168,5.411,0.72,1807,5252,4.593,0.779,1
0.566800252,1.74,1.29,3110,6487,4.08,1.748,1
0.566789763,4.008,0.4,1984,5799,4.6,0.758,1
0.56677809,4.257,1.01,2297,6165,4.474,0.942,1
2.525386392,3.71642,69,1701,6828,4.337,1.234,1
0.566802565,1.761,0.87,2869,6381,4.155,1.423,1
0.566803738,1.8481,1.13,2450,6300,4.404,1.057,1
2.182515078,6.8466,127.98,2703,8051,3.966,2.347,1
2.31611697,2.542,0.74,1558,6025,4.3,1.193,1
0.948682891,1.607,1.15,1665,5576,4.556,0.852,1
1.655472269,5.0939,125.84,2545,6725,3.86,2.171,1
3.258250311,2.6279,47.7,1719,6708,4.147,1.573,1
0.773617976,0.403,1.06,1977,5973,4.506,0.935,1
0.77353126,1.346,1.84,2475,6296,4.217,1.35,1
4.1747072,41.62,9.04,1687,6840,4.083,1.763,1
0.62228862,2.315,0.78,2035,5672,4.447,0.853,1
1.075577574,4.14784,73.53,2095,6011,4.217,1.267,1
0.811387723,0.9674,9.23,4568,4897,2.683,7.782,1
1.74336627,10.405,140.49,2029,6640,4.208,1.478,1
1.507093946,5.8137,130.13,2365,6921,4.108,1.728,1
0.758355545,4.3758,40.05,1787,5649,4.573,0.797,1
0.843400267,1.8165,0.67,1943,5982,4.493,0.96,1
0.874236216,2.352,3.46,6177,10894,3.667,4.378,1
1.75173647,5.122,3.86,4900,10894,3.667,4.378,1
0.608862987,1.283,123.55,3656,5022,3.311,4.167,1
0.88511959,3.319,1,1661,5392,4.521,0.819,1
0.902403563,1.7129,6.17,1688,5776,4.599,0.755,1
2.113197552,3.46483,50.51,1825,6215,4.138,1.463,1
0.580720767,1.74,0.75,2188,5989,4.492,0.933,1
1.72933679,3.68,0.52,1566,5927,4.412,0.972,1
0.567493831,1.3504,64.84,3020,6370,4.053,1.548,1
2.105238308,5.2274,73.87,1965,5947,3.943,1.885,1
4.719336403,2.8361,75.12,1545,6812,4.154,1.604,1
1.927295527,2.542,201.53,1614,6057,4.352,1.11,1
1.025534583,3.5085,68,1898,6267,4.487,0.919,1
0.655092765,5.421,4.41,2175,6063,4.476,1.012,1
0.692239401,2.8931,68.75,2595,6163,4.137,1.358,1
2.352435,6.18,0.8,1702,6751,4.354,1.196,1
1.48062818,2.939,0.8,1654,6187,4.499,0.937,1
1.489442358,5.51205,120.13,2365,6971,4.125,1.68,1
1.468426071,6.6665,40.39,1561,5539,4.381,0.959,1
1.28659726,10.34,2.27,2321,6846,4.205,1.507,1
1.790518273,3.29211,33.04,1874,6576,4.294,1.256,1
1.03905082,3.035,0.87,2297,6558,4.239,1.28,1
0.503201954,0.167,2.99,3550,6157,3.827,2.306,1
1.01884975,3.233,0.47,1754,6068,4.568,0.829,1
0.552141897,4.985,10.04,2206,5952,4.486,0.904,1
2.623872858,4.61167,74.6,1791,6728,4.206,1.46,1
0.755103315,2.625,42.51,2356,6038,4.206,1.213,1
3.671661107,4.31309,111.27,1967,7343,4.02,1.94,1
4.028671909,8.06469,53.54,1507,6319,4.15,1.567,1
2.301187111,7.892,142.57,2784,7970,3.871,2.652,1
0.898501322,3.9657,93.83,2336,6338,4.239,1.299,1
1.759276227,3.1954,51.84,1989,6677,4.243,1.414,1
1.613014829,4.3758,157.69,3147,7832,3.836,2.779,1
0.77996263,3.369,0.83,2607,6002,4.032,1.629,1
0.562473721,5.1211,1.68,2132,5638,4.437,0.933,1
0.755049069,2.03943,29.7,1552,5242,4.64,0.622,1
1.012695621,3.5769,42.37,2231,6481,4.288,1.224,1
2.214029622,5.6418,95.41,1889,6603,4.181,1.518,1
2.441988008,3.94327,88.47,1992,6078,3.874,2.059,1
0.95707921,3.8607,73.47,2443,6367,4.133,1.468,1
0.510789828,2.238,1.61,3627,6596,3.913,2.176,1
0.898837661,3.5284,57.89,1615,5284,4.518,0.807,1
1.352576928,5.49791,161.88,2865,6881,3.831,2.406,1
1.262273109,3.29122,508.63,4591,4900,2.508,12.903,1
0.767576713,2.0424,35.27,1530,5182,4.635,0.627,1
4.007704518,5.50973,98.92,1753,7146,4.128,1.75,1
0.652956856,0.3049,0.68,1777,5360,4.543,0.74,1
0.530974082,3.886,5.29,2373,6185,4.472,0.991,1
0.530967178,3.81,90.31,2310,5951,4.439,0.991,1
1.606163675,4.91407,177.43,3509,8281,3.752,3.147,1
0.61932352,0.47,5.93,3365,7105,4.063,1.844,1
1.371587993,12.901,4.91,2413,7045,4.154,1.604,1
0.739769976,1.96596,88.34,3017,6465,3.947,1.847,1
0.541405034,2.76845,125.3,2684,5096,3.889,1.782,1
1.01486138,1.597,1.53,1929,6158,4.453,1.024,1
1.575710284,6.80824,442.38,3324,5108,3.038,7.662,1
1.12680245,11.11,13.92,1595,5665,4.554,0.843,1
0.998217608,3.917,79.52,2795,6980,4.06,1.755,1
1.827558877,4.69129,134.65,2179,5977,3.854,2.077,1
1.62751534,8.46,1.04,2019,6861,4.308,1.3,1
1.50650369,5.02357,178.87,3249,8751,4.026,2.352,1
0.824851837,1.9311,78.87,2538,5658,3.903,1.654,1
0.82483912,1.3196,107.27,9238,3973,1.128,53.63,1
2.496328699,2.7021,838.6,2125,6753,3.977,2.137,1
1.721313763,3.80434,80.45,1627,5960,4.371,1.073,1
1.50648836,2.478,0.9,2228,6829,4.186,1.559,1
1.583334852,4.4775,57.02,1549,5846,4.472,0.953,1
0.78429229,3.022,1.13,1565,5176,4.589,0.681,1
2.665875564,7.603,67.43,1501,6234,4.351,1.159,1
2.66582864,5.572,0.89,1663,6276,4.17,1.353,1
1.57658035,14.57,15.06,2129,6734,4.207,1.485,1
2.52557212,2.302,0.75,1574,6068,4.235,1.242,1
0.50948306,3.14,1.22,3024,6344,4.091,1.39,1
1.387206715,3.81765,95.5,2619,7207,4.06,1.894,1
1.38719768,2.354,0.73,1708,6122,4.471,0.996,1
0.687014326,6.417,5.52,3534,6240,3.684,2.803,1
0.91840262,4.685,1.04,1552,5220,4.56,0.791,1
0.94354901,5.962,0.97,3179,7693,4.083,1.984,1
3.044771385,11.0949,232.16,2815,8199,3.747,3.163,1
0.773144488,4.0435,139.89,2859,6413,4.038,1.91,1
2.66811113,22.49,1.53,1792,6593,4.164,1.561,1
2.131224751,5.4983,37.32,1555,6181,4.38,1.028,1
0.839902185,1.171,0.9,1639,5120,4.478,0.853,1
1.219736052,4.88513,138.11,2630,7367,4.162,1.664,1
2.015152481,8.17785,132.22,2107,6988,4.163,1.649,1
2.537081958,4.80248,72.56,1769,6731,4.251,1.405,1
3.359470841,2.14925,70.33,1829,6585,3.969,1.788,1
3.79658132,12.0433,238.46,2576,8117,3.748,3.07,1
3.7980147,10.183,271.97,2576,8117,3.748,3.07,1
1.219049953,1.477,2.48,2948,5742,3.521,3.374,1
0.645848383,1.161,0.59,1943,5381,4.426,0.911,1
1.588298182,4.35792,120.26,2771,7742,4.024,2.094,1
1.38385822,10.61,9.9,5609,11269,3.639,4.699,1
1.922010407,3.1248,41,1596,5880,4.296,1.087,1
1.250390821,3.7173,101.81,2367,6297,4.006,1.663,1
1.077357914,3.9578,70.77,1924,6100,4.397,1.064,1
0.536652927,3.046,1.09,2143,5822,4.529,0.898,1
1.122845007,1.8153,2.7,3668,9274,4.092,2.227,1
1.219324737,4.36074,129.86,3041,7498,3.964,2.274,1
0.953299661,1.69979,34.11,2009,6183,4.407,1.02,1
1.28709317,2.039,0.85,1632,5906,4.494,0.852,1
3.66189577,36.038,1390.73,1708,6793,4.101,1.589,1
2.351955207,6.0234,63.24,1665,6528,4.329,1.207,1
1.882438229,3.49273,74.27,1819,6322,4.211,1.213,1
1.089077159,3.7356,77.53,2047,6126,4.285,1.176,1
0.585941115,4.7133,27.32,1874,5465,4.583,0.798,1
0.646527772,3.993,0.82,3040,7247,4.247,1.501,1
2.488812016,5.94709,84.39,1851,6499,4.084,1.497,1
0.51811269,0.82,1.04,2363,6240,4.502,0.929,1
1.057080402,1.543,0.83,1807,6000,4.487,0.946,1
0.855763571,3.639,72.02,2469,6686,4.283,1.332,1
0.822067729,4.737,91.86,2944,6531,3.962,1.921,1
4.74701479,2.464,13333.5,1640,6531,3.962,1.921,1
1.374249113,5.3102,109.69,2727,7053,3.958,2.121,1
2.028512161,4.9844,75.51,1541,6105,4.412,1.025,1
1.332555241,3.931,25.64,5081,5154,2.435,16.486,1
1.33255322,2.864,29.08,5314,4935,2.323,21.692,1
1.33257422,4.39,0.74,1726,6108,4.471,0.997,1
3.504743521,8.2907,212.05,2689,7624,3.622,3.682,1
2.856087645,4.8231,85.74,1737,6603,4.181,1.518,1
2.43764291,1.544,1.03,1921,6170,3.967,1.858,1
0.651731756,2.4626,75.91,2601,5791,4.052,1.472,1
0.5081914,3.021,3.36,3327,7138,4.215,1.619,1
2.733989628,4.1765,60.26,3219,10452,4.04,2.593,1
1.400991642,4.8794,97.99,2461,6714,4.033,1.906,1
1.34059211,2.687,0.87,1679,6045,4.494,0.955,1
2.071939743,4.45277,75.86,1695,6140,4.247,1.254,1
1.009671551,4.37735,127.74,3290,7652,3.974,2.242,1
2.46506501,6.218,1.14,1999,6881,4.101,1.714,1
1.701923484,3.0141,33.85,1558,5975,4.462,0.986,1
1.20705425,1.968,0.85,2849,7331,4.041,2.041,1
1.930451544,3.87337,58.99,1631,6144,4.388,1.18,1
2.427969056,5.0807,107.42,2275,7652,4.104,1.921,1
2.287515737,10.1209,90.26,1821,6807,4.296,1.413,1
0.517573684,2.22096,37.8,1877,5412,4.61,0.711,1
3.72920972,5.012,0.8,1713,6215,3.955,2.05,1
1.854491454,5.0501,70.52,1511,5843,4.413,0.99,1
0.93371043,3.147,0.71,1643,5436,4.548,0.869,1
0.93376274,4.84,0.98,1664,5390,4.479,0.852,1
0.933735681,4.825,13.48,3691,5016,3.013,5.344,1
0.934926162,3.193,58.54,1940,5966,4.439,1.06,1
0.933750324,6.587,226.96,3439,4909,3.136,5.272,1
0.933743577,2.468,0.96,1765,5763,4.511,0.868,1
0.93373954,3.973,0.38,2209,6297,4.282,1.157,1
3.008254795,4.4092,127,2255,8285,4.152,1.942,1
1.398889433,5.0107,54.17,1783,6134,4.378,1.051,1
0.8498588,1.382,14.4,1922,5780,4.438,1,1
0.9337158,3.855,0.84,2006,6170,4.43,1.032,1
2.03742299,3.895,0.67,1647,6544,4.43,1.055,1
2.19906912,6.30782,119.36,2109,6616,4.012,1.932,1
1.481655875,3.5105,60.06,1935,6478,4.307,1.174,1
1.388509263,2.85002,74.99,2151,6447,4.165,1.453,1
0.948084676,3.6977,1.31,2537,6881,4.253,1.502,1
0.626431679,2.0029,80.67,1706,5134,4.56,0.721,1
2.696355207,5.3849,80.45,1814,6472,4.08,1.579,1
4.5638537,13.05,2.97,1533,5446,3.793,2.39,1
1.463779957,0.921,1.55,2587,6768,3.937,2.148,1
0.5879389,1.39621,31.05,1799,5237,4.543,0.74,1
2.045166364,6.84895,132.12,2421,7128,3.95,2.135,1
2.4132866,7.689,0.5,1621,6640,4.393,1.13,1
0.895640978,0.2765,1.26,2491,5927,3.988,1.607,1
0.61565811,4.666,0.88,3458,6619,3.89,2.23,1
1.23141315,3.164,0.82,1757,5600,4.32,1.118,1
4.0953585,44.35,7.76,1680,6839,4.094,1.7,1
3.10199407,3.4122,2.38,2286,8167,4.071,2.03,1
2.618414391,5.02475,116.78,2582,8143,3.96,2.361,1
2.61843144,3.047,3.18,2404,5085,3.239,4.941,1
0.933746167,6.141,28.61,1985,6208,4.462,1.009,1
1.105094214,4.37335,268.23,3771,8011,3.773,2.927,1
0.817022988,3.2971,58.73,1950,5780,4.438,1,1
0.952377813,3.6915,28.11,1710,5661,4.524,0.863,1
3.521050607,3.5318,243.21,2435,5149,3.109,6.619,1
1.284239576,1.866,1.21,1624,5849,4.517,0.919,1
2.16158309,4.0091,29.68,1647,5888,4.167,1.219,1
0.535489675,1.987,1.35,3176,6328,4.035,1.864,1
0.876939409,1.349,0.9,1938,6018,4.485,0.975,1
0.750740212,1.5212,0.47,1638,5121,4.533,0.762,1
3.75938475,1.188,3.1,1677,4976,3.534,2.638,1
2.002808451,2.8941,57.31,2858,8564,4.042,2.266,1
2.305096703,1.8712,135.7,2753,8851,4.085,2.178,1
0.974477916,2.7041,621.14,5201,5210,2.631,15.004,1
0.533628226,5.772,2.41,3885,7163,3.906,2.177,1
0.678137542,1.0083,113.87,2278,6429,4.449,0.942,1
2.069415473,5.76959,60.51,1888,6709,4.252,1.408,1
1.472584815,4.7673,123.47,2703,7360,4.008,2.024,1
0.609127023,0.07,6.62,1891,5583,4.58,0.79,1
1.566528749,3.2506,45.26,1552,5883,4.471,0.905,1
1.03296165,1.017,22.55,5990,5283,2.352,18.959,1
1.587426781,2.64665,37.72,1899,6447,4.309,1.248,1
3.40195273,16.656,10.27,1799,7082,4.134,1.576,1
2.25283457,3.593,368.51,1931,6929,4.23,1.501,1
1.320497676,1.129,9.27,3303,5182,3.159,6.263,1
1.367516033,1.223,1.03,1983,6343,4.274,1.215,1
2.49787037,2.935,1.09,1907,7108,4.24,1.51,1
0.984971754,1.63988,75.28,2321,6437,4.236,1.37,1
1.149199,4.101,546.62,1689,5858,4.486,0.867,1
2.50012775,28.2,1.66,1977,6923,4.12,1.664,1
0.691823991,5.965,1.23,1878,5226,4.404,0.962,1
3.773744,15.2,2.44,2001,7302,3.965,2.069,1
0.527679051,1.395,0.84,2132,5817,4.544,0.87,1
0.527676714,1.41,0.42,1967,5367,4.514,0.828,1
0.5276782,2.32578,30.62,1676,5105,4.665,0.593,1
1.559090313,4.94494,129.61,2908,7279,3.856,2.624,1
0.612890716,2.898,0.94,2830,6709,4.252,1.408,1
2.274627926,4.52515,103.88,2093,6389,3.914,1.947,1
2.52127506,3.202,0.67,1554,6300,4.284,1.023,1
0.734426375,2.7205,39.93,2107,6108,4.471,0.997,1
0.734428195,1.617,1,2234,6416,4.455,1.009,1
0.565712985,0.906,0.85,1918,5220,4.48,0.881,1
3.74787115,3.423,7.68,2441,4929,3.001,7.7,1
3.747835124,5.27789,141.64,2696,8529,3.769,3.065,1
1.756466673,4.7662,65.33,1658,5835,4.261,1.104,1
1.941635701,2.4498,65.15,1725,6517,4.382,1.159,1
0.539445577,2.29142,72.05,2960,6486,4.174,1.456,1
0.577844091,4.656,20.76,1982,5684,4.562,0.819,1
2.630091575,13.6883,84.86,1552,6315,4.292,1.108,1
4.421589264,44.41,177.22,2566,8026,3.65,3.461,1
0.684494942,2.399,1.12,2916,5800,3.866,2.053,1
1.953285561,1.6759,28.77,1807,6463,4.282,1.302,1
0.502454292,2.31629,43.01,2335,6134,4.498,0.901,1
1.262742025,1.6817,970.64,2546,5273,3.621,3.15,1
0.589752219,0.124,2.42,1780,5417,4.625,0.694,1
0.892992585,2.6246,1.16,2039,6225,4.45,1.031,1
0.705806398,5.94,8.48,2106,6106,4.487,0.966,1
1.76094165,5.161,1.46,2858,8782,4.156,1.965,1
1.463148937,11.04,15.82,2371,6525,3.993,1.805,1
1.52592062,1.898,8.62,3773,4996,2.806,10.26,1
1.25383162,7.68,0.47,2109,6472,4.271,1.299,1
0.708965461,3.946,1.13,2417,6528,4.384,1.155,1
0.648773494,2.672,2.86,4118,5231,3.187,5.702,1
0.93706196,4.97,1.23,2647,6683,4.123,1.669,1
0.592618472,1.0307,0.88,2103,5926,4.532,0.887,1
0.532858014,3.156,1.08,3044,6266,4.067,1.613,1
0.566804272,6.083,1.53,2797,5102,3.787,1.961,1
0.566779671,5.5,1.62,2410,6319,4.447,1.032,1
0.566783766,2.796,0.86,2282,6063,4.476,1.012,1
0.566791931,3.62,0.82,3115,6432,4.018,1.603,1
0.566818497,3.812,0.93,2220,6215,4.543,0.872,1
0.566793614,5.723,21.63,7584,3789,1.549,27.384,1
0.566797298,4.123,0.76,2048,5490,4.436,0.887,1
0.56676226,4.919,0.66,2180,5766,4.433,0.94,1
0.577909128,1.37,1.15,2081,5730,4.503,0.908,1
0.566809215,4.868,1.03,2527,5018,3.953,1.734,1
0.56680269,4.798,0.95,2682,5616,4.04,1.547,1
1.345078434,10.19,12.16,2324,6664,4.141,1.675,1
0.594003994,5.557,1.55,4952,8596,3.793,2.968,1
2.08802799,24.017,1.93,2003,6593,4.117,1.67,1
0.778705577,6.445,59.33,4233,7846,3.743,3.066,1
0.536650344,2.878,1.57,3380,5490,3.681,2.825,1
0.933736313,3.568,0.35,1892,6302,4.535,0.815,1
0.9337599,4.241,0.62,1679,5611,4.53,0.787,1
0.93367742,4.306,0.83,1679,5606,4.553,0.839,1
0.93375093,3.62,0.63,1629,5646,4.603,0.744,1
55.7002642,4.285,1.18,309,4267,4.608,0.67,0
72.9333382,3.839,2.19,363,5376,4.604,0.758,0
56.6747285,5.422,2.84,468,5910,4.505,0.94,0
76.87935073,2.37,6.89,190,3587,4.888,0.38,0
54.5094166,4.222,1.55,310,4405,4.655,0.61,0
88.181186,5.0285,2.94,356,5463,4.575,0.83,0
51.1110243,7.987,1.75,478,5968,4.534,0.881,0
62.8691611,5.778,1.58,377,4947,4.476,0.868,0
84.8064917,9.2135,34.49,389,5737,4.521,0.856,0
